Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
SNTB1	ENST00000395601.3	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1) 	217	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
TNFRSF10A	ENST00000221132.3	tumor necrosis factor receptor superfamily, member 10a 	61	1	0	0	1	0	hsa-miR-126-5p	0	-0.05	N/A
TNFRSF9	ENST00000377507.3	tumor necrosis factor receptor superfamily, member 9 	16	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
SPHAR	ENST00000366688.3	S-phase response (cyclin related) 	202	1	0	0	1	2	hsa-miR-126-5p	0	-0.07	N/A
PDE7A	ENST00000401827.3	phosphodiesterase 7A 	84	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
POLR3D	ENST00000397802.4	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa 	678	1	0	0	1	1	hsa-miR-126-5p	0	-0.06	N/A
C9orf69	ENST00000561457.1	chromosome 9 open reading frame 69 	134	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
PAX6	ENST00000419022.1	paired box 6 	191	3	0	2	1	6	hsa-miR-126-5p	0	-0.07	N/A
HDDC2	ENST00000608295.1	HD domain containing 2 	1973	1	0	0	1	1	hsa-miR-126-5p	0	-0.05	N/A
SMU1	ENST00000397149.3	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) 	325	1	1	0	0	2	hsa-miR-126-5p	0	-0.03	N/A
CEP68	ENST00000377990.2	centrosomal protein 68kDa 	60	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
ZNF891	ENST00000537226.1	zinc finger protein 891 	9	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
ZNF446	ENST00000335841.4	zinc finger protein 446 	44	2	0	0	2	1	hsa-miR-126-5p	0	-0.02	N/A
PCDHB2	ENST00000194155.4	protocadherin beta 2 	199	2	0	0	2	0	hsa-miR-126-5p	0	-0.15	N/A
RAD51D	ENST00000345365.6	RAD51 paralog D 	73	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
ZFAND1	ENST00000521895.1	zinc finger, AN1-type domain 1 	496	1	1	0	0	0	hsa-miR-126-5p	0	-0.16	N/A
VPS37A	ENST00000324849.4	vacuolar protein sorting 37 homolog A (S. cerevisiae) 	339	1	0	1	0	3	hsa-miR-126-5p	0	-0.04	N/A
ELP6	ENST00000296149.4	elongator acetyltransferase complex subunit 6 	92	1	0	0	1	0	hsa-miR-126-5p	0	-0.05	N/A
TMEM50B	ENST00000542230.2	transmembrane protein 50B 	528	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
PARVA	ENST00000334956.8	parvin, alpha 	1912	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
HFE	ENST00000357618.5	hemochromatosis 	563	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
ZNF259	ENST00000227322.3	zinc finger protein 259 	265	2	0	1	1	0	hsa-miR-126-5p	0	-0.03	N/A
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	1	0	0	1	3	hsa-miR-126-5p	0	-0.01	N/A
SCUBE2	ENST00000457346.2	signal peptide, CUB domain, EGF-like 2 	57	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
USP1	ENST00000339950.4	ubiquitin specific peptidase 1 	436	1	0	0	1	1	hsa-miR-126-5p	0	-0.06	N/A
C22orf39	ENST00000399562.4	chromosome 22 open reading frame 39 	360	2	0	1	1	1	hsa-miR-126-5p	0	-0.12	N/A
ZNF652	ENST00000362063.2	zinc finger protein 652 	33	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
EMC2	ENST00000220853.3	ER membrane protein complex subunit 2 	756	1	0	0	1	0	hsa-miR-126-5p	0	-0.15	N/A
CAPN7	ENST00000253693.2	calpain 7 	76	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
KHNYN	ENST00000251343.5	KH and NYN domain containing 	421	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
UBA6	ENST00000322244.5	ubiquitin-like modifier activating enzyme 6 	169	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
SCO1	ENST00000255390.5	SCO1 cytochrome c oxidase assembly protein 	1776	4	1	1	2	4	hsa-miR-126-5p	0	-0.13	N/A
TMED10	ENST00000303575.4	transmembrane emp24-like trafficking protein 10 (yeast) 	1753	1	0	0	1	1	hsa-miR-126-5p	0	-0.03	N/A
CADPS2	ENST00000334010.7	Ca++-dependent secretion activator 2 	100	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
SLC24A1	ENST00000261892.6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 	92	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
SUV39H2	ENST00000313519.5	suppressor of variegation 3-9 homolog 2 (Drosophila) 	54	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
SLC44A1	ENST00000374720.3	solute carrier family 44 (choline transporter), member 1 	407	3	0	0	3	4	hsa-miR-126-5p	0	-0.03	N/A
CCDC90B	ENST00000529689.1	coiled-coil domain containing 90B 	173	1	0	0	1	0	hsa-miR-126-5p	0	-0.03	N/A
COA4	ENST00000355693.4	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae) 	5127	2	1	0	1	0	hsa-miR-126-5p	0	-0.17	N/A
TMEM194B	ENST00000409150.3	transmembrane protein 194B 	271	1	0	0	1	4	hsa-miR-126-5p	0	-0.09	N/A
ZNF480	ENST00000490272.1	zinc finger protein 480 	239	1	0	1	0	1	hsa-miR-126-5p	0	-0.07	N/A
SEMA7A	ENST00000261918.4	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group) 	65	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
SRSF3	ENST00000373715.6	serine/arginine-rich splicing factor 3 	2593	2	1	0	1	1	hsa-miR-126-5p	0	-0.07	N/A
NOLC1	ENST00000405356.1	nucleolar and coiled-body phosphoprotein 1 	375	1	0	0	1	0	hsa-miR-126-5p	0	-0.11	N/A
RAB32	ENST00000367495.3	RAB32, member RAS oncogene family 	1894	2	0	0	2	0	hsa-miR-126-5p	0	-0.10	N/A
APLP2	ENST00000263574.5	amyloid beta (A4) precursor-like protein 2 	5552	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
EPB41L1	ENST00000441639.1	erythrocyte membrane protein band 4.1-like 1 	369	1	0	0	1	1	hsa-miR-126-5p	0	-0.10	N/A
LRRC27	ENST00000392638.2	leucine rich repeat containing 27 	68	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
SEC14L2	ENST00000312932.9	SEC14-like 2 (S. cerevisiae) 	187	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
CEP89	ENST00000305768.5	centrosomal protein 89kDa 	37	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
ALKBH1	ENST00000216489.3	alkB, alkylation repair homolog 1 (E. coli) 	223	3	0	2	1	0	hsa-miR-126-5p	0	-0.05	N/A
KIAA0101	ENST00000558008.1	KIAA0101 	6821	1	0	0	1	1	hsa-miR-126-5p	0	-0.08	N/A
CAPN5	ENST00000531028.1	calpain 5 	89	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
SEC63	ENST00000369002.4	SEC63 homolog (S. cerevisiae) 	3181	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
ZSCAN29	ENST00000562072.1	zinc finger and SCAN domain containing 29 	32	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
WDFY2	ENST00000298125.5	WD repeat and FYVE domain containing 2 	85	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
TFAM	ENST00000487519.1	transcription factor A, mitochondrial 	1323	4	0	1	3	4	hsa-miR-126-5p	0	-0.05	N/A
RPF1	ENST00000370654.5	ribosome production factor 1 homolog (S. cerevisiae) 	1192	1	0	1	0	1	hsa-miR-126-5p	0	-0.11	N/A
GRAMD1B	ENST00000529750.1	GRAM domain containing 1B 	35	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
MTMR6	ENST00000381801.5	myotubularin related protein 6 	838	2	0	1	1	2	hsa-miR-126-5p	0	-0.09	N/A
WDR72	ENST00000396328.1	WD repeat domain 72 	77	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
SLCO1B3	ENST00000261196.2	solute carrier organic anion transporter family, member 1B3 	119	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
SVEP1	ENST00000401783.2	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 	154	2	1	0	1	0	hsa-miR-126-5p	0	-0.04	N/A
ITGA3	ENST00000007722.7	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) 	197	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
KLHL18	ENST00000232766.5	kelch-like family member 18 	74	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
DZIP1	ENST00000347108.3	DAZ interacting zinc finger protein 1 	360	2	0	0	2	1	hsa-miR-126-5p	0	-0.02	N/A
MCOLN3	ENST00000370589.2	mucolipin 3 	47	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
MAGIX	ENST00000376338.3	MAGI family member, X-linked 	118	1	1	0	0	0	hsa-miR-126-5p	0	-0.03	N/A
ZC3H15	ENST00000337859.6	zinc finger CCCH-type containing 15 	395	2	0	1	1	2	hsa-miR-126-5p	0	-0.03	N/A
MYO6	ENST00000369981.3	myosin VI 	297	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
ACOT13	ENST00000537591.1	acyl-CoA thioesterase 13 	1489	2	0	0	2	1	hsa-miR-126-5p	0	-0.26	N/A
C9orf156	ENST00000375119.3	chromosome 9 open reading frame 156 	177	1	0	0	1	1	hsa-miR-126-5p	0	-0.08	N/A
RAB11A	ENST00000569896.1	RAB11A, member RAS oncogene family 	5781	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
ERCC6L	ENST00000373657.1	excision repair cross-complementing rodent repair deficiency, complementation group 6-like 	82	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
IMP4	ENST00000409935.1	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) 	955	3	0	1	2	1	hsa-miR-126-5p	0	-0.04	N/A
STAMBPL1	ENST00000371926.3	STAM binding protein-like 1 	675	1	0	0	1	3	hsa-miR-126-5p	0	-0.03	N/A
TIMM22	ENST00000327158.4	translocase of inner mitochondrial membrane 22 homolog (yeast) 	290	1	0	1	0	0	hsa-miR-126-5p	0	-0.03	N/A
TSPAN14	ENST00000429989.3	tetraspanin 14 	239	2	0	1	1	0	hsa-miR-126-5p	0	-0.06	N/A
EXO5	ENST00000296380.4	exonuclease 5 	237	1	0	0	1	0	hsa-miR-126-5p	0	-0.07	N/A
NDUFA10	ENST00000252711.2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa 	2249	2	0	1	1	3	hsa-miR-126-5p	0	-0.07	N/A
TP53RK	ENST00000372102.3	TP53 regulating kinase 	186	1	0	0	1	0	hsa-miR-126-5p	0	-0.06	N/A
MFN1	ENST00000471841.1	mitofusin 1 	502	1	0	0	1	2	hsa-miR-126-5p	0	-0.02	N/A
LMBRD1	ENST00000370577.3	LMBR1 domain containing 1 	269	1	0	0	1	0	hsa-miR-126-5p	0	-0.14	N/A
DNAL1	ENST00000553645.2	dynein, axonemal, light chain 1 	81	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
ANKRD9	ENST00000559651.1	ankyrin repeat domain 9 	766	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
MYLK	ENST00000360772.3	myosin light chain kinase 	2964	1	1	0	0	3	hsa-miR-126-5p	0	-0.07	N/A
NUPL2	ENST00000258742.5	nucleoporin like 2 	1714	4	0	1	3	2	hsa-miR-126-5p	0	-0.15	N/A
ZNF695	ENST00000487338.2	zinc finger protein 695 	123	1	0	0	1	4	hsa-miR-126-5p	0	-0.01	N/A
RBBP5	ENST00000264515.6	retinoblastoma binding protein 5 	166	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
TM2D2	ENST00000456845.2	TM2 domain containing 2 	1085	1	0	1	0	1	hsa-miR-126-5p	0	-0.08	N/A
NUDT4	ENST00000337179.5	nudix (nucleoside diphosphate linked moiety X)-type motif 4 	41	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
HDAC2	ENST00000519065.1	histone deacetylase 2 	1701	5	1	0	4	2	hsa-miR-126-5p	0	-0.08	N/A
DDR2	ENST00000367922.3	discoidin domain receptor tyrosine kinase 2 	41	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
C15orf61	ENST00000342683.4	chromosome 15 open reading frame 61 	4011	2	2	0	0	1	hsa-miR-126-5p	0	-0.23	N/A
DCAF11	ENST00000446197.3	DDB1 and CUL4 associated factor 11 	1599	1	0	0	1	0	hsa-miR-126-5p	0	-0.14	N/A
MIA3	ENST00000344922.5	melanoma inhibitory activity family, member 3 	647	1	1	0	0	0	hsa-miR-126-5p	0	-0.03	N/A
MRP63	ENST00000309594.4	mitochondrial ribosomal protein 63 	1352	2	1	0	1	1	hsa-miR-126-5p	0	-0.38	N/A
DERA	ENST00000428559.2	deoxyribose-phosphate aldolase (putative) 	2028	1	0	0	1	1	hsa-miR-126-5p	0	-0.20	N/A
C18orf21	ENST00000592875.1	chromosome 18 open reading frame 21 	410	1	0	0	1	0	hsa-miR-126-5p	0	-0.02	N/A
RPL7	ENST00000396467.1	ribosomal protein L7 	271	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
MRPL3	ENST00000264995.3	mitochondrial ribosomal protein L3 	943	3	1	0	2	3	hsa-miR-126-5p	0	-0.11	N/A
DCUN1D5	ENST00000260247.5	DCN1, defective in cullin neddylation 1, domain containing 5 	1486	6	1	1	4	6	hsa-miR-126-5p	0	-0.56	N/A
EXOSC3	ENST00000396521.3	exosome component 3 	1657	1	0	0	1	1	hsa-miR-126-5p	0	-0.07	N/A
P4HA2	ENST00000401867.1	prolyl 4-hydroxylase, alpha polypeptide II 	1077	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
BRMS1L	ENST00000216807.7	breast cancer metastasis-suppressor 1-like 	230	3	0	3	0	0	hsa-miR-126-5p	0	-0.06	N/A
IRGQ	ENST00000422989.1	immunity-related GTPase family, Q 	62	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
EARS2	ENST00000449606.1	glutamyl-tRNA synthetase 2, mitochondrial 	394	1	1	0	0	0	hsa-miR-126-5p	0	-0.03	N/A
UGGT2	ENST00000376747.3	UDP-glucose glycoprotein glucosyltransferase 2 	423	3	1	1	1	1	hsa-miR-126-5p	0	-0.31	N/A
ZNF223	ENST00000434772.3	zinc finger protein 223 	180	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
ETV6	ENST00000396373.4	ets variant 6 	44	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
HNRNPA0	ENST00000314940.4	heterogeneous nuclear ribonucleoprotein A0 	22668	1	0	0	1	3	hsa-miR-126-5p	0	-0.10	N/A
C9orf40	ENST00000376854.5	chromosome 9 open reading frame 40 	534	1	0	0	1	0	hsa-miR-126-5p	0	-0.13	N/A
TUSC3	ENST00000503731.1	tumor suppressor candidate 3 	3615	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
FUNDC2	ENST00000369498.3	FUN14 domain containing 2 	130	1	1	0	0	2	hsa-miR-126-5p	0	-0.03	N/A
C9orf3	ENST00000297979.5	chromosome 9 open reading frame 3 	1591	1	0	0	1	0	hsa-miR-126-5p	0	-0.10	N/A
DNAJC21	ENST00000382021.2	DnaJ (Hsp40) homolog, subfamily C, member 21 	528	1	1	0	0	1	hsa-miR-126-5p	0	-0.03	N/A
HAS2	ENST00000303924.4	hyaluronan synthase 2 	398	3	0	1	2	3	hsa-miR-126-5p	0	-0.06	N/A
CENPF	ENST00000366955.3	centromere protein F, 350/400kDa 	181	2	1	0	1	1	hsa-miR-126-5p	0	-0.04	N/A
FBXL3	ENST00000355619.5	F-box and leucine-rich repeat protein 3 	842	2	0	1	1	3	hsa-miR-126-5p	0	-0.03	N/A
YTHDC1	ENST00000344157.4	YTH domain containing 1 	307	2	0	1	1	3	hsa-miR-126-5p	0	-0.03	N/A
DCAF10	ENST00000242323.7	DDB1 and CUL4 associated factor 10 	433	2	1	0	1	2	hsa-miR-126-5p	0	-0.04	N/A
MRPL51	ENST00000229238.3	mitochondrial ribosomal protein L51 	3123	1	1	0	0	0	hsa-miR-126-5p	0	-0.17	N/A
DNPEP	ENST00000273075.4	aspartyl aminopeptidase 	710	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
EMP1	ENST00000256951.5	epithelial membrane protein 1 	814	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
OPTN	ENST00000378757.2	optineurin 	1239	1	0	1	0	1	hsa-miR-126-5p	0	-0.04	N/A
ZC3H10	ENST00000257940.2	zinc finger CCCH-type containing 10 	49	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
UGT3A1	ENST00000274278.3	UDP glycosyltransferase 3 family, polypeptide A1 	90	1	0	0	1	0	hsa-miR-126-5p	0	-0.02	N/A
NSUN4	ENST00000474844.1	NOP2/Sun domain family, member 4 	422	1	0	0	1	3	hsa-miR-126-5p	0	-0.12	N/A
IGSF10	ENST00000282466.3	immunoglobulin superfamily, member 10 	191	2	0	2	0	1	hsa-miR-126-5p	0	-0.04	N/A
KPNA3	ENST00000261667.3	karyopherin alpha 3 (importin alpha 4) 	104	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
LONP2	ENST00000285737.4	lon peptidase 2, peroxisomal 	1004	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
SLC35C2	ENST00000372227.1	solute carrier family 35 (GDP-fucose transporter), member C2 	910	1	1	0	0	1	hsa-miR-126-5p	0	-0.03	N/A
ACSL3	ENST00000357430.3	acyl-CoA synthetase long-chain family member 3 	2533	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
PELP1	ENST00000574876.1	proline, glutamate and leucine rich protein 1 	266	1	1	0	0	0	hsa-miR-126-5p	0	-0.03	N/A
ARSB	ENST00000264914.4	arylsulfatase B 	86	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
ERP44	ENST00000262455.6	endoplasmic reticulum protein 44 	1530	2	0	0	2	2	hsa-miR-126-5p	0	-0.07	N/A
TTC37	ENST00000358746.2	tetratricopeptide repeat domain 37 	296	1	0	1	0	5	hsa-miR-126-5p	0	-0.02	N/A
KDELR1	ENST00000330720.2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 	675	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
SLC38A9	ENST00000396865.2	solute carrier family 38, member 9 	156	1	0	1	0	3	hsa-miR-126-5p	0	-0.02	N/A
DRG1	ENST00000331457.4	developmentally regulated GTP binding protein 1 	1478	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
ZSCAN20	ENST00000361328.3	zinc finger and SCAN domain containing 20 	55	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
SS18	ENST00000415083.2	synovial sarcoma translocation, chromosome 18 	205	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
WNK1	ENST00000315939.6	WNK lysine deficient protein kinase 1 	950	2	1	0	1	0	hsa-miR-126-5p	0	-0.04	N/A
COG5	ENST00000347053.3	component of oligomeric golgi complex 5 	455	2	0	0	2	0	hsa-miR-126-5p	0	-0.06	N/A
TRPM7	ENST00000560955.1	transient receptor potential cation channel, subfamily M, member 7 	281	1	1	0	0	0	hsa-miR-126-5p	0	-0.03	N/A
ENTPD5	ENST00000334696.6	ectonucleoside triphosphate diphosphohydrolase 5 	105	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
CHIC2	ENST00000263921.3	cysteine-rich hydrophobic domain 2 	2509	4	0	3	1	4	hsa-miR-126-5p	0	-0.23	N/A
MTDH	ENST00000336273.3	metadherin 	5192	1	0	1	0	3	hsa-miR-126-5p	0	-0.02	N/A
BCL11A	ENST00000356842.4	B-cell CLL/lymphoma 11A (zinc finger protein) 	401	1	0	0	1	3	hsa-miR-126-5p	0	-0.06	N/A
NLE1	ENST00000586869.1	notchless homolog 1 (Drosophila) 	526	1	1	0	0	0	hsa-miR-126-5p	0	-0.10	N/A
DYRK3	ENST00000367108.3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 	173	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
QSOX1	ENST00000367602.3	quiescin Q6 sulfhydryl oxidase 1 	9246	2	0	1	1	0	hsa-miR-126-5p	0	-0.03	N/A
C3	ENST00000245907.6	complement component 3 	932	2	2	0	0	0	hsa-miR-126-5p	0	-0.06	N/A
PHKG2	ENST00000563588.1	phosphorylase kinase, gamma 2 (testis) 	283	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
ADRBK2	ENST00000324198.6	adrenergic, beta, receptor kinase 2 	215	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
PLAC8	ENST00000311507.4	placenta-specific 8 	212	1	0	0	1	1	hsa-miR-126-5p	0	-0.04	N/A
UFSP2	ENST00000264689.6	UFM1-specific peptidase 2 	900	1	0	0	1	0	hsa-miR-126-5p	0	-0.12	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	1	0	0	1	6	hsa-miR-126-5p	0	-0.04	N/A
HDGFRP3	ENST00000299633.4	Hepatoma-derived growth factor-related protein 3  	2577	3	0	2	1	1	hsa-miR-126-5p	0	-0.20	N/A
ANKH	ENST00000284268.6	ANKH inorganic pyrophosphate transport regulator 	770	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
IST1	ENST00000329908.8	increased sodium tolerance 1 homolog (yeast) 	305	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
FKBP7	ENST00000424785.2	FK506 binding protein 7 	645	1	0	0	1	1	hsa-miR-126-5p	0	-0.05	N/A
NINJ1	ENST00000375446.4	ninjurin 1 	1216	2	1	0	1	0	hsa-miR-126-5p	0	-0.28	N/A
IFT57	ENST00000264538.3	intraflagellar transport 57 homolog (Chlamydomonas) 	214	1	0	1	0	1	hsa-miR-126-5p	0	-0.03	N/A
LIPC	ENST00000433326.2	lipase, hepatic 	1507	2	0	1	1	0	hsa-miR-126-5p	0	-0.09	N/A
MSH6	ENST00000234420.5	mutS homolog 6 	94	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
ARHGEF5	ENST00000056217.5	Rho guanine nucleotide exchange factor (GEF) 5 	200	1	0	0	1	2	hsa-miR-126-5p	0	-0.04	N/A
ALG9	ENST00000531154.1	ALG9, alpha-1,2-mannosyltransferase 	586	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
ALG14	ENST00000370205.5	ALG14, UDP-N-acetylglucosaminyltransferase subunit 	572	2	1	0	1	3	hsa-miR-126-5p	0	-0.09	N/A
NAP1L1	ENST00000261182.8	nucleosome assembly protein 1-like 1 	9072	1	0	0	1	0	hsa-miR-126-5p	0	-0.03	N/A
TFG	ENST00000240851.4	TRK-fused gene 	2164	2	1	0	1	0	hsa-miR-126-5p	0	-0.20	N/A
TK2	ENST00000299697.7	thymidine kinase 2, mitochondrial 	439	2	0	1	1	1	hsa-miR-126-5p	0	-0.03	N/A
CA5B	ENST00000454127.2	carbonic anhydrase VB, mitochondrial 	245	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
PLEKHG1	ENST00000367328.1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1 	106	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
WDTC1	ENST00000319394.3	WD and tetratricopeptide repeats 1 	137	1	0	0	1	0	hsa-miR-126-5p	0	-0.01	N/A
ZADH2	ENST00000322342.3	zinc binding alcohol dehydrogenase domain containing 2 	207	1	1	0	0	4	hsa-miR-126-5p	0	-0.03	N/A
MED20	ENST00000409312.1	mediator complex subunit 20 	32	1	1	0	0	0	hsa-miR-126-5p	0	-0.03	N/A
HSPA9	ENST00000297185.3	heat shock 70kDa protein 9 (mortalin) 	573	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
PAK4	ENST00000599386.1	p21 protein (Cdc42/Rac)-activated kinase 4 	130	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
EEF1E1	ENST00000379715.5	eukaryotic translation elongation factor 1 epsilon 1 	766	1	0	0	1	0	hsa-miR-126-5p	0	-0.10	N/A
PLS3	ENST00000420625.2	plastin 3 	8789	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
TPRG1L	ENST00000378344.2	tumor protein p63 regulated 1-like 	203	1	0	0	1	1	hsa-miR-126-5p	0	-0.10	N/A
MED28	ENST00000237380.7	mediator complex subunit 28 	1483	3	1	2	0	3	hsa-miR-126-5p	0	-0.07	N/A
UBE2B	ENST00000265339.2	ubiquitin-conjugating enzyme E2B 	3421	1	1	0	0	1	hsa-miR-126-5p	0	-0.03	N/A
ZCCHC4	ENST00000302874.4	zinc finger, CCHC domain containing 4 	199	1	0	0	1	2	hsa-miR-126-5p	0	-0.01	N/A
HNRNPA3	ENST00000411529.2	heterogeneous nuclear ribonucleoprotein A3 	329	1	0	1	0	1	hsa-miR-126-5p	0	-0.02	N/A
ANGEL1	ENST00000251089.2	angel homolog 1 (Drosophila) 	299	1	0	1	0	0	hsa-miR-126-5p	0	-0.02	N/A
PRR11	ENST00000262293.4	proline rich 11 	56	1	0	0	1	1	hsa-miR-126-5p	0	-0.01	N/A
FIG4	ENST00000230124.3	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) 	138	3	0	1	2	1	hsa-miR-126-5p	0	-0.04	N/A
ME2	ENST00000382927.3	malic enzyme 2, NAD(+)-dependent, mitochondrial 	594	2	0	2	0	1	hsa-miR-126-5p	0	-0.09	N/A
GDAP2	ENST00000369443.5	ganglioside induced differentiation associated protein 2 	656	3	0	0	3	5	hsa-miR-126-5p	0	-0.03	N/A
MFSD9	ENST00000258436.5	major facilitator superfamily domain containing 9 	395	1	0	0	1	3	hsa-miR-126-5p	0	-0.08	N/A
RANBP6	ENST00000259569.5	RAN binding protein 6 	117	1	0	0	1	2	hsa-miR-126-5p	0	-0.02	N/A
ZNF574	ENST00000600245.1	zinc finger protein 574 	1871	4	0	1	3	0	hsa-miR-126-5p	0	-0.12	N/A
APTX	ENST00000436040.2	aprataxin 	310	1	0	1	0	2	hsa-miR-126-5p	0	-0.02	N/A
MBD2	ENST00000256429.3	methyl-CpG binding domain protein 2 	823	2	1	0	1	1	hsa-miR-126-5p	0	-0.08	N/A
BAG2	ENST00000370693.5	BCL2-associated athanogene 2 	2237	4	2	1	1	2	hsa-miR-126-5p	0	-0.18	N/A
LMO7	ENST00000341547.4	LIM domain 7 	4663	2	0	2	0	0	hsa-miR-126-5p	0	-0.04	N/A
