Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
LONRF3	ENST00000304778.7	LON peptidase N-terminal domain and ring finger 3 	36	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.09	-0.21	0.88	
ARHGAP35	ENST00000404338.3	Rho GTPase activating protein 35 	278	1	0	1	0	2	0	2	0	2	hsa-miR-15a-5p	-0.09	-0.17	0.77	2009, 2011
CDK12	ENST00000447079.4	cyclin-dependent kinase 12 	748	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.09	-0.09	0.46	2009, 2011
MCF2L	ENST00000397030.1	MCF.2 cell line derived transforming sequence-like 	79	1	0	1	0	1	0	1	0	1	hsa-miR-497-5p	-0.09	-0.09	0.61	2011
TADA2B	ENST00000310074.7	transcriptional adaptor 2B 	38	1	0	1	0	0	0	0	0	3	hsa-miR-15b-5p	-0.09	-0.09	0.50	
MMP24	ENST00000246186.6	matrix metallopeptidase 24 (membrane-inserted) 	201	1	1	0	0	0	0	0	0	1	hsa-miR-15a-5p	-0.09	-0.09	< 0.1	2011
ESR2	ENST00000557772.1	estrogen receptor 2 (ER beta) 	5	1	0	1	0	1	0	1	0	3	hsa-miR-195-5p	-0.09	-0.09	< 0.1	
ZNF831	ENST00000371030.2	zinc finger protein 831 	5	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.09	-0.09	< 0.1	2009, 2011
NPR3	ENST00000265074.8	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) 	517	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.09	-0.23	0.44	
CDX2	ENST00000381020.7	caudal type homeobox 2 	563	1	0	1	0	0	0	0	0	3	hsa-miR-15a-5p	-0.09	-0.31	0.64	2005, 2007
MED1	ENST00000300651.6	mediator complex subunit 1 	87	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.09	-0.10	0.54	2009, 2011
PPP2R1B	ENST00000527614.1	protein phosphatase 2, regulatory subunit A, beta 	341	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.08	-0.29	0.33	2009
ALX4	ENST00000329255.3	ALX homeobox 4 	52	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.08	-0.08	0.67	2011
VWA7	ENST00000375686.3	von Willebrand factor A domain containing 7 	53	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.08	-0.09	< 0.1	
TUBA4A	ENST00000248437.4	tubulin, alpha 4a 	397	2	0	2	0	1	0	1	0	0	hsa-miR-15b-5p	-0.08	-0.70	0.76	
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	1	0	1	0	1	0	0	1	2	hsa-miR-16-5p	-0.08	-0.08	< 0.1	
WDFY2	ENST00000298125.5	WD repeat and FYVE domain containing 2 	85	1	0	1	0	1	0	1	0	4	hsa-miR-15b-5p	-0.08	-0.37	0.67	
TET3	ENST00000409262.3	tet methylcytosine dioxygenase 3 	1437	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.08	-0.08	0.75	2009, 2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	0	1	0	0	0	0	0	4	hsa-miR-15a-5p	-0.08	-0.23	0.71	2011
GIGYF1	ENST00000275732.5	GRB10 interacting GYF protein 1 	5	1	0	1	0	0	0	0	0	2	hsa-miR-15b-5p	-0.08	-0.08	0.64	2007, 2009, 2011
MGAT4A	ENST00000264968.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A 	223	1	1	0	0	2	0	0	2	0	hsa-miR-16-5p	-0.08	-0.50	0.88	2007, 2009, 2011
KREMEN2	ENST00000572045.1	kringle containing transmembrane protein 2 	23	2	0	2	0	0	0	0	0	1	hsa-miR-15b-5p	-0.08	-0.08	ORF	
SUPT16H	ENST00000216297.2	suppressor of Ty 16 homolog (S. cerevisiae) 	528	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.08	-0.08	0.46	2005, 2007, 2009, 2011
CAB39	ENST00000258418.5	calcium binding protein 39 	27	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.08	-0.13	0.87	2007, 2009, 2011
TBX18	ENST00000369663.5	T-box 18 	54	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.08	-0.13	0.27	
TCF3	ENST00000262965.5	transcription factor 3 	1267	1	0	1	0	1	0	1	0	1	hsa-miR-195-5p	-0.08	-0.42	0.76	2009, 2011
TM7SF3	ENST00000343028.4	transmembrane 7 superfamily member 3 	35	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.08	-0.40	0.73	2011
B3GALT1	ENST00000392690.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	35	1	0	0	1	0	0	0	0	0	hsa-miR-497-5p	-0.08	-0.28	0.86	
IL17RE	ENST00000454190.2	interleukin 17 receptor E 	7	2	0	2	0	0	0	0	0	1	hsa-miR-15a-5p	-0.08	-0.08	ORF	
PABPC1L	ENST00000537323.1	poly(A) binding protein, cytoplasmic 1-like 	137	1	0	1	0	0	0	0	0	0	hsa-miR-497-5p	-0.08	-0.08	ORF	
SREK1	ENST00000334121.6	splicing regulatory glutamine/lysine-rich protein 1 	316	1	1	0	0	1	1	0	0	1	hsa-miR-15a-5p	-0.07	-0.70	0.85	
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.07	-0.38	0.88	2011
ARHGAP26	ENST00000378004.3	Rho GTPase activating protein 26 	131	1	0	1	0	0	0	0	0	3	hsa-miR-15b-5p	-0.07	-0.13	0.48	2011
PSMA5	ENST00000271308.4	proteasome (prosome, macropain) subunit, alpha type, 5 	60	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.07	-0.31	0.46	
C10orf76	ENST00000370033.4	chromosome 10 open reading frame 76 	273	1	0	1	0	1	0	1	0	0	hsa-miR-15a-5p	-0.07	-0.12	0.45	2011
SNX1	ENST00000353874.4	sorting nexin 1 	1296	1	0	1	0	1	0	1	0	3	hsa-miR-15a-5p	-0.07	-0.10	< 0.1	2011
SPATC1	ENST00000447830.2	spermatogenesis and centriole associated 1 	5	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.07	-0.07	ORF	
HECTD4	ENST00000377560.5	HECT domain containing E3 ubiquitin protein ligase 4 	222	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.07	-0.07	0.90	2009, 2011
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	1	0	0	0	0	0	4	hsa-miR-15a-5p	-0.07	-0.14	0.45	
DCAF5	ENST00000341516.5	DDB1 and CUL4 associated factor 5 	120	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.07	-0.30	0.69	2005, 2007, 2009, 2011
SPTBN2	ENST00000529997.1	spectrin, beta, non-erythrocytic 2 	910	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.07	-0.07	0.90	2005, 2007, 2009, 2011
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	1	0	1	0	0	0	0	0	0	hsa-miR-497-5p	-0.07	-0.08	0.50	
CHRNE	ENST00000293780.4	cholinergic receptor, nicotinic, epsilon (muscle) 	11	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.07	-0.16	0.72	2005, 2007, 2009, 2011
CDS2	ENST00000460006.1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 	782	1	0	1	0	1	0	0	1	4	hsa-miR-15b-5p	-0.07	-0.30	< 0.1	2007, 2009, 2011
BCL9L	ENST00000334801.3	B-cell CLL/lymphoma 9-like 	91	2	1	1	0	0	0	0	0	4	hsa-miR-424-5p	-0.07	-0.11	0.88	2005, 2007, 2009, 2011
TRPM3	ENST00000377110.3	transient receptor potential cation channel, subfamily M, member 3 	11	2	1	1	0	0	0	0	0	1	hsa-miR-424-5p	-0.07	-0.14	0.93	
SLC4A8	ENST00000453097.2	solute carrier family 4, sodium bicarbonate cotransporter, member 8 	17	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.07	-0.10	0.64	2011
PDZD8	ENST00000334464.5	PDZ domain containing 8 	99	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.07	-0.36	0.87	
TYRO3	ENST00000263798.3	TYRO3 protein tyrosine kinase 	70	1	0	1	0	1	0	1	0	1	hsa-miR-15b-5p	-0.07	-0.08	0.71	2011
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	2	0	2	0	0	0	0	0	1	hsa-miR-195-5p	-0.07	-0.17	0.87	2011
ANKRD33B	ENST00000296657.5	ankyrin repeat domain 33B 	9	1	0	1	0	2	0	1	1	3	hsa-miR-424-5p	-0.07	-0.17	0.69	2011
PPAN-P2RY11	ENST00000428358.1	PPAN-P2RY11 readthrough 	293	1	0	1	0	1	0	1	0	1	hsa-miR-497-5p	-0.07	-0.07	< 0.1	
EPB41L1	ENST00000441639.1	erythrocyte membrane protein band 4.1-like 1 	369	1	0	1	0	1	0	1	0	1	hsa-miR-15a-5p	-0.07	-0.09	0.81	2009, 2011
A1CF	ENST00000374001.2	APOBEC1 complementation factor 	80	1	1	0	0	0	0	0	0	1	hsa-miR-497-5p	-0.07	-0.33	0.47	2011
NLGN1	ENST00000457714.1	neuroligin 1 	36	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.07	-0.07	0.67	2005, 2007, 2009, 2011
AKAP11	ENST00000025301.2	A kinase (PRKA) anchor protein 11 	71	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.07	-0.07	0.56	2005, 2007, 2009, 2011
COG3	ENST00000349995.5	component of oligomeric golgi complex 3 	53	1	0	1	0	0	0	0	0	0	hsa-miR-497-5p	-0.07	-0.07	0.47	
GPN2	ENST00000374135.4	GPN-loop GTPase 2 	97	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.07	-0.08	0.51	
VAV2	ENST00000406606.3	vav 2 guanine nucleotide exchange factor 	477	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.07	-0.07	0.57	2005, 2007, 2009, 2011
CAST	ENST00000395812.2	calpastatin 	4674	1	0	0	1	0	0	0	0	0	hsa-miR-497-5p	-0.06	-0.28	0.61	
ZNRF2	ENST00000323037.4	zinc and ring finger 2 	403	1	1	0	0	1	0	0	1	0	hsa-miR-16-5p	-0.06	-0.59	0.91	2009, 2011
IGF1	ENST00000337514.6	insulin-like growth factor 1 (somatomedin C) 	19	1	0	0	1	0	0	0	0	1	hsa-miR-16-5p	-0.06	-0.18	0.72	2009, 2011
SIX5	ENST00000560168.1	SIX homeobox 5 	47	1	0	1	0	0	0	0	0	3	hsa-miR-15a-5p	-0.06	-0.06	ORF	
IPO9	ENST00000361565.4	importin 9 	3549	1	0	1	0	2	0	2	0	2	hsa-miR-497-5p	-0.06	-0.23	0.23	2009, 2011
MYEF2	ENST00000324324.7	myelin expression factor 2 	358	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.06	-0.13	< 0.1	
BRI3BP	ENST00000341446.8	BRI3 binding protein 	820	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.06	-0.07	0.49	
LDLRAD4	ENST00000399848.3	low density lipoprotein receptor class A domain containing 4 	314	3	0	3	0	0	0	0	0	2	hsa-miR-15a-5p	-0.06	-0.15	0.95	2011
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	1	0	1	0	1	0	0	1	3	hsa-miR-15b-5p	-0.06	-0.36	0.52	2009, 2011
DRP2	ENST00000402866.1	dystrophin related protein 2 	5	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.06	-0.06	0.45	2011
CD180	ENST00000256447.4	CD180 molecule 	5	1	0	1	0	3	0	3	0	1	hsa-miR-15b-5p	-0.06	-0.38	0.73	
PLXNA4	ENST00000321063.4	plexin A4 	9	1	1	0	0	1	1	0	0	3	hsa-miR-424-5p	-0.06	-0.07	0.71	2009, 2011
SLC9A3R2	ENST00000424542.2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 	432	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.06	-0.06	0.44	
TXLNG	ENST00000380122.5	taxilin gamma 	96	1	0	1	0	0	0	0	0	1	hsa-miR-424-5p	-0.06	-0.14	0.52	2011
FADS6	ENST00000310226.6	fatty acid desaturase 6 	12	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.06	-0.22	0.71	2011
KMT2C	ENST00000262189.6	lysine (K)-specific methyltransferase 2C 	417	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.06	-0.06	0.67	2007, 2009, 2011
TSC1	ENST00000298552.3	tuberous sclerosis 1 	838	1	0	1	0	2	0	2	0	0	hsa-miR-15a-5p	-0.06	-0.06	0.65	2011
PITPNA	ENST00000313486.7	phosphatidylinositol transfer protein, alpha 	366	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.06	-0.12	0.55	2005, 2007
NFASC	ENST00000401399.1	neurofascin 	10	1	0	1	0	0	0	0	0	5	hsa-miR-15b-5p	-0.06	-0.06	0.65	
NUAK1	ENST00000261402.2	NUAK family, SNF1-like kinase, 1 	489	1	0	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.06	-0.06	0.46	2009, 2011
ATXN7L2	ENST00000369870.3	ataxin 7-like 2 	5	1	1	0	0	0	0	0	0	1	hsa-miR-15a-5p	-0.05	-0.73	0.74	2011
TMEM87A	ENST00000389834.4	transmembrane protein 87A 	52	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.05	-0.13	0.53	2007, 2009, 2011
AC005003.1	ENST00000504184.2	CDNA FLJ20464 fis, clone KAT06158; HCG1777549; Uncharacterized protein  	5	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.05	-0.14	0.72	
MAP1A	ENST00000382031.1	microtubule-associated protein 1A 	223	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.05	-0.05	0.52	2009, 2011
ARMC5	ENST00000457010.2	armadillo repeat containing 5 	376	1	0	1	0	0	0	0	0	3	hsa-miR-497-5p	-0.05	-0.05	< 0.1	2007
NFIC	ENST00000346156.5	nuclear factor I/C (CCAAT-binding transcription factor) 	26	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.05	-0.05	0.56	2009, 2011
KIAA0586	ENST00000423743.3	KIAA0586 	95	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.05	-0.08	0.46	
SPRTN	ENST00000391858.4	SprT-like N-terminal domain 	1128	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.05	-0.30	< 0.1	
SETD6	ENST00000394266.4	SET domain containing 6 	121	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.05	-0.14	0.48	2011
TRIM45	ENST00000256649.4	tripartite motif containing 45 	99	1	0	1	0	1	1	0	0	1	hsa-miR-195-5p	-0.05	-0.23	0.51	
TOMM20	ENST00000366607.4	translocase of outer mitochondrial membrane 20 homolog (yeast) 	674	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.05	-0.19	0.45	2009, 2011
PLXNA1	ENST00000393409.2	plexin A1 	189	1	0	1	0	1	0	1	0	2	hsa-miR-497-5p	-0.05	-0.07	0.64	
UBE2B	ENST00000265339.2	ubiquitin-conjugating enzyme E2B 	3421	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.05	-0.29	0.61	
USP15	ENST00000353364.3	ubiquitin specific peptidase 15 	286	2	0	2	0	0	0	0	0	1	hsa-miR-16-5p	-0.05	-0.75	0.95	2005, 2007, 2009, 2011
MT1A	ENST00000290705.8	metallothionein 1A 	19	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.05	-0.25	0.77	
METTL21B	ENST00000333012.5	methyltransferase like 21B 	51	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.05	-0.05	ORF	
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	2	1	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.05	-0.27	0.75	2007, 2009, 2011
SRPK1	ENST00000373825.2	SRSF protein kinase 1 	114	1	1	0	0	0	0	0	0	0	hsa-miR-15a-5p	-0.05	-0.30	0.53	2005, 2007, 2009, 2011
PHC3	ENST00000495893.2	polyhomeotic homolog 3 (Drosophila) 	366	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.05	-0.18	0.65	2009, 2011
YOD1	ENST00000315927.4	YOD1 deubiquitinase 	55	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.05	-0.28	0.74	2007, 2009, 2011
EPB41L4B	ENST00000374557.4	erythrocyte membrane protein band 4.1 like 4B 	135	2	1	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.05	-0.62	0.96	2005, 2007, 2009, 2011
CYLD	ENST00000540145.1	cylindromatosis (turban tumor syndrome) 	696	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.05	-0.21	0.75	2011
PPIL4	ENST00000340881.2	peptidylprolyl isomerase (cyclophilin)-like 4 	1565	1	0	1	0	1	0	1	0	3	hsa-miR-424-5p	-0.05	-0.55	0.70	2011
MFRP	ENST00000555262.1	membrane frizzled-related protein 	5	1	0	1	0	1	0	1	0	1	hsa-miR-15a-5p	-0.04	-0.04	< 0.1	
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	1	1	0	0	1	0	1	0	1	hsa-miR-424-5p	-0.04	-0.09	0.89	2009, 2011
SESTD1	ENST00000428443.3	SEC14 and spectrin domains 1 	478	2	0	1	1	1	0	1	0	1	hsa-miR-15a-5p	-0.04	-0.36	0.68	2011
HNRNPA2B1	ENST00000354667.4	heterogeneous nuclear ribonucleoprotein A2/B1 	25319	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.04	-0.30	0.64	2009, 2011
ZNF652	ENST00000362063.2	zinc finger protein 652 	33	2	0	2	0	0	0	0	0	2	hsa-miR-16-5p	-0.04	-0.12	0.79	2011
NMNAT2	ENST00000294868.4	nicotinamide nucleotide adenylyltransferase 2 	18	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.04	-0.04	0.84	2009, 2011
RPRD2	ENST00000539519.1	regulation of nuclear pre-mRNA domain containing 2 	280	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.04	-0.19	0.63	2011
CDKN2B	ENST00000380142.4	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4) 	373	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.04	-0.04	ORF	
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	1	1	0	0	0	0	0	0	1	hsa-miR-15a-5p	-0.04	-0.40	0.90	2009, 2011
SLC20A2	ENST00000342228.3	solute carrier family 20 (phosphate transporter), member 2 	1188	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.04	-0.66	0.90	2005, 2007, 2009, 2011
SYPL1	ENST00000470347.1	synaptophysin-like 1 	2423	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.04	-0.35	0.43	2007, 2011
CTIF	ENST00000256413.3	CBP80/20-dependent translation initiation factor 	154	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.04	-0.10	0.64	2009, 2011
COLGALT2	ENST00000367521.1	collagen beta(1-O)galactosyltransferase 2 	70	1	0	1	0	1	0	0	1	0	hsa-miR-195-5p	-0.04	-0.14	0.51	
AP3M1	ENST00000355264.4	adaptor-related protein complex 3, mu 1 subunit 	601	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.04	-0.09	0.63	
ATP6V1B2	ENST00000276390.2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 	97	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.04	-0.11	0.75	2009, 2011
P2RY2	ENST00000311131.2	purinergic receptor P2Y, G-protein coupled, 2 	66	1	0	1	0	1	1	0	0	4	hsa-miR-15a-5p	-0.04	-0.13	0.44	
ING2	ENST00000302327.3	inhibitor of growth family, member 2 	193	2	0	2	0	0	0	0	0	1	hsa-miR-16-5p	-0.03	-0.43	0.90	
M6PR	ENST00000000412.3	mannose-6-phosphate receptor (cation dependent) 	46	1	0	1	0	1	0	1	0	0	hsa-miR-195-5p	-0.03	-0.36	0.55	2011
SUSD1	ENST00000374263.3	sushi domain containing 1 	68	1	0	1	0	2	0	2	0	1	hsa-miR-15b-5p	-0.03	-0.15	0.69	
APC	ENST00000457016.1	adenomatous polyposis coli 	794	1	0	1	0	1	1	0	0	1	hsa-miR-15b-5p	-0.03	-0.08	0.46	
EPC1	ENST00000319778.6	enhancer of polycomb homolog 1 (Drosophila) 	102	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.03	-0.22	0.69	
DYRK2	ENST00000344096.3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 	1091	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.03	-0.27	0.76	2009, 2011
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	2	1	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.03	-0.17	0.96	2011
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	1	0	1	0	1	0	0	1	1	hsa-miR-424-5p	-0.03	-0.27	0.53	2005, 2007, 2011
TRIM72	ENST00000322122.3	tripartite motif containing 72 	8	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.03	-0.09	0.61	
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	1	1	0	0	5	1	4	0	0	hsa-miR-16-5p	-0.03	-0.49	0.65	
SUZ12	ENST00000322652.5	SUZ12 polycomb repressive complex 2 subunit 	104	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.03	-0.21	0.69	2009, 2011
DICER1	ENST00000541352.1	dicer 1, ribonuclease type III 	25	2	0	2	0	0	0	0	0	1	hsa-miR-16-5p	-0.03	-0.31	0.76	2011
RNF213	ENST00000582970.1	ring finger protein 213 	630	1	1	0	0	1	0	1	0	0	hsa-miR-15a-5p	-0.03	-0.18	0.68	2009
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	1	1	0	0	0	0	0	0	0	hsa-miR-15a-5p	-0.03	-0.03	0.72	2011
ROCK2	ENST00000315872.6	Rho-associated, coiled-coil containing protein kinase 2 	142	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.03	-0.12	0.59	
ARMC8	ENST00000469044.1	armadillo repeat containing 8 	398	1	0	1	0	1*	0	0	0	0	hsa-miR-424-5p	-0.03	-0.19	0.48	
ZHX3	ENST00000309060.3	zinc fingers and homeoboxes 3 	131	1	1	0	0	1	0	1	0	2	hsa-miR-15b-5p	-0.03	-0.17	0.90	2005, 2007, 2009, 2011
ARHGAP42	ENST00000524892.2	Rho GTPase activating protein 42 	36	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.03	-0.10	0.47	2011
NRARP	ENST00000356628.2	NOTCH-regulated ankyrin repeat protein 	56	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.03	-0.26	0.73	2011
SMS	ENST00000404933.2	spermine synthase 	14	1	0	1	0	1	0	0	1	1	hsa-miR-16-5p	-0.03	-0.67	0.64	
ANKRD40	ENST00000285243.6	ankyrin repeat domain 40 	409	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.03	-0.11	0.58	2011
DDX19B	ENST00000288071.6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B 	690	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.03	-0.06	0.45	
SIT1	ENST00000259608.3	signaling threshold regulating transmembrane adaptor 1 	7	1	1	0	0	0	0	0	0	2	hsa-miR-497-5p	-0.03	-0.09	< 0.1	
PCM1	ENST00000524226.1	pericentriolar material 1 	220	1	0	1	0	1	0	0	1	1	hsa-miR-16-5p	-0.03	-0.25	0.52	2009, 2011
ARHGEF39	ENST00000343259.3	Rho guanine nucleotide exchange factor (GEF) 39 	141	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.03	-0.06	ORF	
BAZ2A	ENST00000379441.3	bromodomain adjacent to zinc finger domain, 2A 	48	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.03	-0.03	0.70	2005, 2007, 2009, 2011
SRGAP1	ENST00000355086.3	SLIT-ROBO Rho GTPase activating protein 1 	64	1	0	1	0	1	0	1	0	0	hsa-miR-15a-5p	-0.03	-0.04	0.53	
FGF1	ENST00000360966.5	fibroblast growth factor 1 (acidic) 	88	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.02	-0.24	0.45	2011
LHFPL4	ENST00000287585.6	lipoma HMGIC fusion partner-like 4 	6	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.02	-0.18	0.73	2007, 2009, 2011
NPY4R	ENST00000374312.1	neuropeptide Y receptor Y4 	10	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.02	-0.04	0.45	
PIAS1	ENST00000249636.6	protein inhibitor of activated STAT, 1 	368	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.17	0.67	2005, 2007
PELP1	ENST00000574876.1	proline, glutamate and leucine rich protein 1 	266	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.02	-0.17	0.71	
MRAS	ENST00000289104.4	muscle RAS oncogene homolog 	181	1	0	1	0	1	0	1	0	1	hsa-miR-15a-5p	-0.02	-0.13	0.53	2011
SESN2	ENST00000253063.3	sestrin 2 	854	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.02	0.75	2011
PHIP	ENST00000275034.4	pleckstrin homology domain interacting protein 	668	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.02	-0.02	0.68	2005, 2007, 2009, 2011
GRIN1	ENST00000371561.3	glutamate receptor, ionotropic, N-methyl D-aspartate 1 	9	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.02	0.57	2005, 2007, 2009, 2011
PRELP	ENST00000343110.2	proline/arginine-rich end leucine-rich repeat protein 	5	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.02	-0.02	0.52	2011
STARD9	ENST00000290607.7	StAR-related lipid transfer (START) domain containing 9 	80	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.02	-0.02	0.43	
AL391421.1	ENST00000372387.1	Uncharacterized protein; cDNA FLJ43696 fis, clone TBAES2007964  	5	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.02	ORF	
LTB	ENST00000446745.2	lymphotoxin beta (TNF superfamily, member 3) 	11	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.02	ORF	
DKFZP761J1410	ENST00000251473.5	Lipid phosphate phosphatase-related protein type 2  	345	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.02	ORF	2009
AC137932.1	ENST00000602042.1		5	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.02	-0.02	ORF	
FASTK	ENST00000540185.1	Fas-activated serine/threonine kinase 	645	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.02	-0.02	ORF	
